3306210644,I 100% believe someone would announce on twitter they're about to buy $10B in bitcoin before actually buying it. /s,2022-03-19 12,0.0,0.1,Neutral
1187455296286969862,all i'm trying to do is get as much Bitcoin and Ethereum as possible in order to own more land than that microsoft globalist,2022-03-19 12,0.325,0.675,Positive
1035848082230063105,RT @BTCTN: Russian companies to use Sberbank’s #blockchain platform to issue and acquire digital assets. https://t.co/vhHsJfmWyp,2022-03-19 12,0.0,0.0,Neutral
1431101285454000128,"@tsarahjetter A world where borders don’t exist, just us people. Just like air is the metabolic currency, free for all to use, #Bitcoin can be the economic currency through which transact.",2022-03-19 12,0.3,0.5,Positive
1464342638778269696,@flagnetwork_NFT #FlagNetwork #IDO #cryptocurrency #Bitcoin #NFTs,2022-03-19 12,0.0,0.0,Neutral
24294856,"RT @TheAtlantic: Forget bitcoin and dogecoin: A small community of financial speculators is pouring money into real, physical coins. @Saahi…",2022-03-19 12,-0.083333336,0.20476191,Negative
1503398037208514561,#FlagNetwork  #cryptocurrency #Bitcoin ￼  #StandWithUkraine https://t.co/4y7d5uobpe,2022-03-19 12,0.0,0.0,Neutral
1452622453184688128,#FlagNetwork  #cryptocurrency #Bitcoin  #StandWithUkraine https://t.co/Zg4uWZeBMB,2022-03-19 12,0.0,0.0,Neutral
1498752050397691916,RT @PeteSessions: #Bitcoin is aligned with American values and will strengthen the dollar.,2022-03-19 12,0.0,0.0,Neutral
2589538488,In 2022 $XRP will overtake bitcoin #xrp #ripple https://t.co/D2TJ7Go1sE,2022-03-19 12,0.0,0.0,Neutral
9768732,RT @w_s_bitcoin: No one has ever been in the red after daily DCAing #bitcoin for at least 3 years. Chances are you'll be in the green much…,2022-03-19 12,-0.125,0.175,Negative
879854374305939457,@LibertyBlitz Could not have said it better. Me too. Gold team a bit more subdued (although painful to read many times) but the Bitcoin mob unbearable. No naming names but sure we thinking some of the same crowd.,2022-03-19 12,0.21666667,0.56898147,Positive
1423576379732357123,"News: Santiment, an on-chain metrics platform, has stated that #Bitcoin supply on exchanges has hit a 39-month low.",2022-03-19 12,0.0,0.3,Neutral
916020576946339840,#FlagNetwork  #cryptocurrency #Bitcoin  #StandWithUkraine https://t.co/amz74erYdt,2022-03-19 12,0.0,0.0,Neutral
1358248026838474755,"What kills Bitcoin? Ppl paying it to governments &amp; governments acquiring it over time from merchants via giving them a favorable exchange rate with whatever printable fiat garbage they decide. In the end, governments of the 🌎 hold most of the Bitcoin. Maxis can only do so much.",2022-03-19 12,0.23333333,0.56666666,Positive
1310140851084038144,RT @maxkeiser: #Bitcoin ‘ers were 10 yrs ahead of the curve. The fact the WH is still dumb on this point means another 10 yrs of triple-dig…,2022-03-19 12,-0.375,0.5,Negative
1402438684339838980,RT @BitcoinMagazine: NEW💥 The Top 10 US miners now HODL over $1.5 BILLION worth of #Bitcoin 💥,2022-03-19 12,0.4,0.3,Positive
2517622874,"RT @CarfuelFinance: We became a winning team of 20,000 people. #Airdrop continues at full speed. You can watch our video that will enable y…",2022-03-19 12,0.425,0.65,Positive
1439260965141364736,"CashNNoncrypto found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/gmFPgK1Pp1 #cryptocurrency #50408 https://t.co/Eoq28DPHbE",2022-03-19 12,1.0,1.0,Positive
889979841247948802,RT @Dennis_Porter_: RT if you support 0% cap gains on #Bitcoin and want to see #Bitcoin become legal tender in the USA 🇺🇸,2022-03-19 12,0.2,0.2,Positive
1301880372658016259,@FIFAMobiledaily I thought bitcoin lol,2022-03-19 12,0.8,0.7,Positive
912174747416330240,Why $120K Bitcoin &amp; $7K Ethereum Next Week ?! BTC/ETH Price Prediction! Urgent News! https://t.co/hT0wr4xI3C,2022-03-19 12,0.0,0.0,Neutral
1453145583896514565,"RT @Dennis_Porter_: #Bitcoin on Lightning is over 1,000x better than Visa and Mastercard. It is the fastest and most efficient payment syst…",2022-03-19 12,0.5,0.5,Positive
1167669981351313408,"US Senators Introduce Crypto Sanctions Bill — Expert Says It’s Overbroad, Unconstitutional – Regulation Bitcoin News https://t.co/UIsIJfjlKT",2022-03-19 12,0.0,0.0,Neutral
1211260728822206464,"US Senators Introduce Crypto Sanctions Invoice — Skilled Says It is Overbroad, Unconstitutional – Regulation Bitcoin Information - Metaverse Noobs https://t.co/enNkVQQP2V",2022-03-19 12,0.5,0.5,Positive
1399959480062840833,"RT @Gemini: Buy Bitcoin In (3) Minutes 👀 Get Started For Free! @Gemini makes buying #Bitcoin Simple, Safe &amp; Secure.",2022-03-19 12,0.35,0.5642857,Positive
101184351,In 2022 $XRP will overtake bitcoin #xrp #ripple https://t.co/gok5u7NiKM,2022-03-19 12,0.0,0.0,Neutral
1343936497238437888,#DeFi #TeleFy #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin #Airdrop #polkadot #MATIC #Polygon $TELE #Cardano #ETH https://t.co/9OW2nix0M5 https://t.co/SwIQn2kqbD,2022-03-19 12,0.0,0.0,Neutral
1480219879571484672,RT @foxycuddels: What’s going to happen with #Bitcoin in 2031?,2022-03-11 12,0.0,0.0,Neutral
1222963579311263744,@officialradiuum @PeterSchiff I'm convinced @PeterSchiff owns more #Bitcoin then most of us.,2022-03-11 12,0.5,0.5,Positive
761343289429725184,Get IN now don't be LATE #xrp #binance #cryptocurrency #bitcoin https://t.co/OMGJAiZIuE,2022-03-11 12,-0.3,0.6,Negative
4825595255,Get IN now don't be LATE #xrp #binance #cryptocurrency #bitcoin https://t.co/K2UtCBh1QA,2022-03-11 12,-0.3,0.6,Negative
1491763911561035781,"RT @AdamLiu22599247: #BabyDoge , with 1.45 million currency holding addresses, will definitely become the most dazzling star once NFT is re…",2022-03-11 12,0.41666666,0.6666667,Positive
1481576042745802752,RT @BTC_Archive: 💥BREAKING: El Salvador could launch #Bitcoin bond next week. 🚀,2022-03-11 12,0.0,0.0,Neutral
926188536260431872,"RT @thetrocro: According to Cambridge, there’s enough flared gas to power 5 bitcoin networks, all while converting CH4 to CO2. CH4 is 80x a…",2022-03-11 12,0.0,0.5,Neutral
920292917142532097,RT @APompliano: The SEC denied NYDIG’s Bitcoin Spot ETF proposal this morning.,2022-03-11 12,-0.1,0.6,Negative
1161651553155067906,"Demand for UST Keeps Rising, Luna Foundation Guard to Burn 4.2 Million LUNA From Treasury https://t.co/9rk9byt0Mw",2022-03-11 12,0.0,0.0,Neutral
1215831520566341632,RT @cryptoal3rt: #Bitcoin heading towards that 45k -46k resistance level. Already looking 👀 like today is going to be very bullish. 57k #BT…,2022-03-11 12,0.2,0.3,Positive
1470148662122721285,@saylor BREAKING!! @BanxaOfficial NASDAQ Uplisting is coming! BNXA is the paypal of #crypto and #bitcoin #luna #solana #Binance #doge https://t.co/NcIuqawWWi #cryptocurrecy #fintech #ethereum #btc #eth #nasdaq #russia #putin #ukrain,2022-03-11 12,0.0,0.0,Neutral
1445542007338795010,@EVIAEAI Bitcoin monasteries,2022-03-11 12,0.0,0.0,Neutral
1149029361678540801,"\"RT @LapiceroBic: \"\"Crisis económica mundial\"\" dice el que usó millones del dinero púlico para chiviar con bitcoin sin consulta 😂\"",2022-03-11 12,0.0,0.0,Neutral
775973657306726400,Moonshot time #ripple #xrp #cryptocurrency #bitcoin https://t.co/WP0h4zj6Tk,2022-03-11 12,0.0,0.0,Neutral
617853906,#makemoneyonline #digitalmarketing #networkmarketing #digitalmarketing #makemoney #earnmoney  #digitalmarketing #gift #shopping #gifts #onlineshopping #dogecoin #bitcoin #marketing #affiliatemarketing #freeshipping #ad #Amazon https://t.co/YHY7MVo7F6,2022-03-11 12,0.0,0.0,Neutral
1497769799711019009,this tweet made me #bitcoin on https://t.co/oeOelBCuNF @jobboycom,2022-03-11 12,0.0,0.0,Neutral
2331803083,"RT @Coinbilgisii: Ethereum (ETH) Nedir? Ethereum ilk olarak Kuzey Amerika Bitcoin Konferansında, Ethereum kurucusu Vitalik Buterin tarafınd…",2022-03-11 12,0.0,0.0,Neutral
1293420361762009088,#linkedin #twitter #facebook #business #bitcoin #celebration #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport SAVE BIG ON AIRPORT PARKING #airportparking https://t.co/Op49OAYhO3,2022-03-11 12,0.0,0.1,Neutral
1494215497331748867,"@VCegielka @MartiniGuyYT @GamingShibaBSC Hold so strong in the market like a traffic! Even though Bitcoin is goin to crash to $20k, hope u'll still not sell...because we have evidence that Bitcoin will rise again and last the aggressive investors who sold will be Deeply annoy😅 do u luv crypto more than ur Bank ACC?",2022-03-11 12,0.26041666,0.425,Positive
1224957126751260673,"RT @Coinbilgisii: Ethereum (ETH) Nedir? Ethereum ilk olarak Kuzey Amerika Bitcoin Konferansında, Ethereum kurucusu Vitalik Buterin tarafınd…",2022-03-11 12,0.0,0.0,Neutral
